ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,description,genres
067972205X,The Story of a Shipwrecked Sailor,GABRIEL GARCIA MARQUEZ,1989,Vintage,http://images.amazon.com/images/P/067972205X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067972205X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067972205X.01.LZZZZZZZ.jpg,"This is Marquez's account of a real-life event. In 1955, eight crew members of the destroyer Caldas, were swept into the Caribbean Sea. The sole survivor, Luis Alejandro Belasco, told the true version of the events to Marquez, causing great scandal at the time.","{fiction, classics, nonfiction, biography, history, memoir, books, contemporary, historicalfiction}"
067978148X,The Rules of Attraction,Bret Easton Ellis,1998,Vintage Books USA,http://images.amazon.com/images/P/067978148X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067978148X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067978148X.01.LZZZZZZZ.jpg,"Set at a small affluent liberal-arts college in New England eighties, The Rules of Attraction is a startlingly funny, kaleidoscopic novel about three students with no plans for the future—or even the present—who become entangled in a curious romantic triangle. Bret Easton Ellis trains his incisive gaze on the kids at self-consciously bohemian Camden College and treats their sexual posturings and agonies with a mixture of acrid hilarity and compassion while exposing the moral vacuum at the center of their lives. The Rules of Attraction is a poignant, hilarious take on the death of romance.","{fiction, contemporary, thriller}"
1565115430,Girl in Hyacinth Blue,Susan Vreeland,2001,Highbridge Audio,http://images.amazon.com/images/P/1565115430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565115430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565115430.01.LZZZZZZZ.jpg,"A professor invites a colleague from the art department to his home to view a painting he has kept secret for decades in Susan Vreeland's powerful historical novel, Girl in Hyacinth Blue. The professor swears it's a Vermeer -- but why exactly has he kept it hidden so long? The reasons unfold in a gripping sequence of stories that trace ownership of the work back to Amsterdam during World War II and still further to the moment of the painting's inception.","{historicalfiction, fiction, art}"
0345438825,Angry Housewives Eating Bon Bons,LORNA LANDVIK,2003,Ballantine Books,http://images.amazon.com/images/P/0345438825.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345438825.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345438825.01.LZZZZZZZ.jpg,"The women of Freesia Court are convinced that there is nothing good coffee, delectable desserts, and a strong shoulder can’t fix. Laughter is the glue that holds them together—the foundation of a book group they call AHEB (Angry Housewives Eating Bon Bons), an unofficial “club” that becomes much more. It becomes a lifeline. Holding on through forty eventful years, there’s Faith, a lonely mother of twins who harbors a terrible secret that has condemned her to living a lie; big, beautiful Audrey, the resident sex queen who knows that with good posture and an attitude you can get away with anything; Merit, the shy doctor’s wife with the face of an angel and the private hell of an abusive husband; Kari, a wise woman with a wonderful laugh who knows the greatest gifts appear after life’s fiercest storms; and finally, Slip, a tiny spitfire of a woman who isn’t afraid to look trouble straight in the eye. This stalwart group of friends depicts a special slice of American life, of stay-at-home days and new careers, of children and grandchildren, of bold beginnings and second chances, in which the power of forgiveness, understanding, and the perfectly timed giggle fit is the CPR that mends broken hearts and shattered dreams.","{fiction, chicklit, contemporary, historicalfiction}"
0517122707,A Confederacy of Dunces,John Kennedy Toole,1995,Outlet Books Company,http://images.amazon.com/images/P/0517122707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517122707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517122707.01.LZZZZZZZ.jpg,"Alternate cover for this ISBN can be found hereA green hunting cap squeezed the top of the fleshy balloon of a head. The green earflaps, full of large ears and uncut hair and the fine bristles that grew in the ears themselves, stuck out on either side like turn signals indicating two directions at once. Full, pursed lips protruded beneath the bushy black moustache and, at their corners, sank into little folds filled with disapproval and potato chip crumbs.Meet Ignatius J. Reilly, the hero of John Kennedy Toole's tragicomic tale, A Confederacy of Dunces. This 30-year-old medievalist lives at home with his mother in New Orleans, pens his magnum opus on Big Chief writing pads he keeps hidden under his bed, and relays to anyone who will listen the traumatic experience he once had on a Greyhound Scenicruiser bound for Baton Rouge. (Speeding along in that bus was like hurtling into the abyss.) But Ignatius's quiet life of tyrannizing his mother and writing his endless comparative history screeches to a halt when he is almost arrested by the overeager Patrolman Mancuso--who mistakes him for a vagrant--and then involved in a car accident with his tipsy mother behind the wheel. One thing leads to another, and before he knows it, Ignatius is out pounding the pavement in search of a job.Over the next several hundred pages, our hero stumbles from one adventure to the next. His stint as a hotdog vendor is less than successful, and he soon turns his employers at the Levy Pants Company on their heads. Ignatius's path through the working world is populated by marvelous secondary characters: the stripper Darlene and her talented cockatoo; the septuagenarian secretary Miss Trixie, whose desperate attempts to retire are constantly, comically thwarted; gay blade Dorian Greene; sinister Miss Lee, proprietor of the Night of Joy nightclub; and Myrna Minkoff, the girl Ignatius loves to hate. The many subplots that weave through A Confederacy of Dunces are as complicated as anything you'll find in a Dickens novel, and just as beautifully tied together in the end. But it is Ignatius--selfish, domineering, and deluded, tragic and comic and larger than life--who carries the story. He is a modern-day Quixote beset by giants of the modern age. His fragility cracks the shell of comic bluster, revealing a deep streak of melancholy beneath the antic humor. John Kennedy Toole committed suicide in 1969 and never saw the publication of his novel. Ignatius Reilly is what he left behind, a fitting memorial to a talented and tormented life.","{fiction, classics, contemporary}"
0446364622,The Children of Men,P.D. James,1994,Warner Books,http://images.amazon.com/images/P/0446364622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364622.01.LZZZZZZZ.jpg,"Told with P. D. James's trademark suspense, insightful characterization, and riveting storytelling, The Children of Men is a story of a world with no children and no future. The human race has become infertile, and the last generation to be born is now adult. Civilization itself is crumbling as suicide and despair become commonplace. Oxford historian Theodore Faron, apathetic toward a future without a future, spends most of his time reminiscing. Then he is approached by Julian, a bright, attractive woman who wants him to help get her an audience with his cousin, the powerful Warden of England. She and her band of unlikely revolutionaries may just awaken his desire to live . . . and they may also hold the key to survival for the human race.","{fiction, sciencefiction, mystery, thriller, fantasy}"
0451082028,Coma,Robin Cook,0,Penguin Putnam~mass,http://images.amazon.com/images/P/0451082028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451082028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451082028.01.LZZZZZZZ.jpg,"The blockbuster bestseller that kickstarted a new genre--the medical thriller--is now available in trade paperback for the first time.They called it minor surgery, but Nancy Greenly, Sean Berman and a dozen others--all admitted to Boston Memorial Hospital for routine procedures--were victims of the same inexplicable, hideous tragedy on the operating table. They never woke up.Susan Wheeler is a third-year medical student working as a trainee at Boston Memorial Hospital. Two patients during her residency mysteriously go into comas immediately after their operations due to complications from anesthesia. Susan begins to investigate the causes behind both of these alarming comas and discovers the oxygen line in Operating Room 8 has been tampered with to induce carbon monoxide poisoning.Then Susan discovers the evil nature of the Jefferson Institute, an intensive care facility where patients are suspended from the ceiling and kept alive until they can be harvested for healthy organs. Is she a participant in--or a victim of--a large-scale black market dealing in human organs?","{fiction, thriller, mystery, horror, suspense, sciencefiction, crime}"
0060932147,The Book of Laughter and Forgetting,Milan Kundera,1999,Perennial,http://images.amazon.com/images/P/0060932147.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060932147.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060932147.01.LZZZZZZZ.jpg,"Rich in its stories, characters, and imaginative range, The Book of Laughter and Forgetting is the novel that brought Milan Kundera his first big international success in the late 1970's. Like all his work, it is valuable for far more than just its historical implications. In seven wonderfully integrated parts, different aspects of human existence are magnified and reduced, reordered and emphasized, newly examined, analyzed and experienced.","{fiction, philosophy, classics, contemporary}"
0786886323,Carter Beats the Devil,Glen Gold,2002,Hyperion,http://images.amazon.com/images/P/0786886323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786886323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786886323.01.LZZZZZZZ.jpg,"Charles Carter—a.k.a. Carter the Great—is a young master performer whose skill as an illusionist exceeds even that of the great Houdini. But nothing in his career has prepared Carter for the greatest stunt of all, which stars none other than President Warren G. Harding and which could end up costing Carter the reputation he has worked so hard to create. Filled with historical references that evoke the excesses and exuberance of Roaring Twenties, pre-Depression America, Carter Beats the Devil is a complex and illuminating story of one man's journey through a magical—and sometimes dangerous—world, where illusion is everything.","{fiction, historicalfiction, mystery, fantasy, contemporary}"
0440221595,The Glass Lake,Maeve Binchy,1996,Dell,http://images.amazon.com/images/P/0440221595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg,"Kit McMahon lives in the small Irish town of Lough Glass, where everyone knows everyone; children who walk to school together grow up and become sweethearts and marry, people gossip and grumble and dream their lives away. For it is a place where change comes slowly. drowned in the lake, and then the gossip runs wild. The consequences for Helen's husband, her son, but above all for her daughter, Kit, are unimaginable and will leave not one of their lives unchanged.","{fiction, chicklit, romance, contemporary}"
0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell,http://images.amazon.com/images/P/0440222656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222656.01.LZZZZZZZ.jpg,"A forty-ton truck hurtles out of control on a snowy country road, a teenage girl on horseback in its path. In a few terrible seconds the life of a family is shattered. And a mother's quest beings - to save her maimed daughter and a horse driven mad by pain. It is an odyssey that will bring her to...THE HORSE WHISPERERHe is the stuff of legend. His voice can calm wild horses and his touch heal broken spirits. For secrets uttered softly into pricked and troubled ears, such men were once called Whisperers. Now Tom Booker, the inheritor of this ancient gift, is to meet his greatest challenge.Annie Graves has traveled across a continent with her daughter, Grace, and their wounded horse, Pilgrim, to the Booker ranch in Montana. Annie has risked everything - her career, her marriage, her comfortable life - in her desperate belief that the Whisperer can help them. The accident has turned Pilgrim savage. He is now so demented and dangerous that everyone says he should be destroyed. But Annie won't give up on him. For she feels his fate is inextricably entwined with that of he daughter, who has retreated into a heartrending, hostile silence. Annie knows that if the horse dies, something in Grace will die too.In the weeks to come, under the massive sky of the Rocky Mountain Front, all their lives - including Tom Booker's - will be transformed forever in a way none could have foretold. At once an epic love story and a gripping adventure, The Horse Whisperer weaves an extraordinary tale of healing and redemption - a magnificent emotional journey that explores our ancient bonds with earth and sky and hearts untamed. It is a stirring elegy to the power of belief and self-discovery, to hopes lost and found again.","{fiction, romance, contemporary, chicklit}"
0380767635,Where the Heart Is,Elizabeth Lowell,1997,Avon,http://images.amazon.com/images/P/0380767635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380767635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380767635.01.LZZZZZZZ.jpg,"Talk about unlucky sevens. An hour ago, seventeen-year-old, seven months pregnant Novalee Nation was heading for California with her boyfriend. Now she finds herself stranded at a Wal-Mart in Sequoyah, Oklahoma, with just $7.77 in change. But Novalee is about to discover hidden treasures in this small Southwest town--a group of down-to-earth, deeply caring people willing to help a homeless, jobless girl living secretly in a Wal-Mart. From Bible-thumping blue-haired Sister Thelma Husband to eccentric librarian Forney Hull who loves Novalee more than she loves herself, they are about to take her--and you, too--on a moving, funny, and unforgettable journey to . . . Where the Heart Is.","{fiction, chicklit, romance, contemporary, youngadult}"
0553213806,Dubliners,James Joyce,1990,Bantam Classics,http://images.amazon.com/images/P/0553213806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213806.01.LZZZZZZZ.jpg,"This work of art reflects life in Ireland at the turn of the last century, and by rejecting euphemism, reveals to the Irish their unromantic realities. Each of the 15 stories offers glimpses into the lives of ordinary Dubliners, and collectively they paint a portrait of a nation.","{classics, fiction, historicalfiction}"
0440136482,"Holy Blood, Holy Grail",MICHAEL BAIGENT,1983,Dell,http://images.amazon.com/images/P/0440136482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440136482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440136482.01.LZZZZZZZ.jpg,"A nineteenth century French priest discovers something in his mountain village at the foot of The Pyrenees which enables him to amass and spend a fortune of millions of pounds. The tale seems to begin with buried treasure and then turns into an unprecedented historical detective story - a modern Grail quest leading back through cryptically coded parchments, secret societies, the Knights Templar, the Cathar heretics of the twelfth and thirteenth centuries and a dynasty of obscure French kings deposed more than 1,300 years ago. The author's conclusions are persuasive: at the core is not material riches but a secret - a secret of explosive and controversial proportions, which radiates out from the little Pyrenees village all the way to contemporary politics and the entire edifice of the Christian faith. It involves nothing less than... the Holy Grail.","{nonfiction, history, religion, mystery}"
0316899984,"River, Cross My Heart",Breena Clarke,1999,Little Brown &amp; Company,http://images.amazon.com/images/P/0316899984.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316899984.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316899984.01.LZZZZZZZ.jpg," The acclaimed bestseller -- a selection of Oprah's Book Club -- that brings vividly to life the Georgetown neighborhood of Washington, DC, circa 1925, and a community reeling from a young girl's tragic death.When five-year-old Clara Bynum drowns in the Potomac River under a seemingly haunted rock outcropping known locally as the Three Sisters, the community must reconcile themselves to the bitter tragedy.

Clarke powerful charts the fallout from Clara's death on the people she has left behind: her parents, Alice and Willie Bynum, torn between the old world of their rural North Carolina home and the new world of the city; the friends and relatives of the Bynum family in the Georgetown neighborhood they now call home; and, most especially, Clara's sister, ten-year-old Johnnie Mae, who is thrust into adolescence and must come to terms with the terrible and confused emotions stirred by her sister's death. This highly accomplished debut novel reverberates with ideas, impassioned lyricism, and poignant historical detail as it captures an essential and moving portrait of the Washington, DC community.","{fiction, historicalfiction, contemporary, mystery}"
0590425919,White Fang,Jack London,1989,Apple Classics (Scholastic),http://images.amazon.com/images/P/0590425919.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590425919.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590425919.01.LZZZZZZZ.jpg,"White Fang is part dog and part wolf, and the lone survivor of his family. In his lonely world, he soon learns to follow the harsh law of the North--kill or be killed. But nothing in White Fang's life can prepare him for the cruel owner who turns him into a vicious killer. Will White Fang ever know the kindness of a gentle master?","{classics, fiction, youngadult, historicalfiction}"
006097141X,That Night,Alice McDermott,1993,HarperCollins,http://images.amazon.com/images/P/006097141X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006097141X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006097141X.01.LZZZZZZZ.jpg,"On a warm spring evening in South Los Angeles, a young man was shot and killed on a sidewalk minutes away from his home, one of hundreds of young men slain in LA every year. His assailant ran down the street, jumped into an SUV, and vanished, hoping to join the vast majority of killers in American cities who are never arrested for their crimes. But as soon as the case was assigned to Detective John Skaggs, the odds shifted. Here is the kaleidoscopic story of the quintessential American murder--one young black man slaying another--and a determined crew of detectives whose creed was to pursue justice at all costs for its forgotten victims. Ghettoside is a fast-paced narrative of a devastating crime, an intimate portrait of detectives and a community bonded in tragedy, and a surprising new lens into the great subject of murder in America--why it happens and how the plague of killings might yet be stopped.","{nonfiction, crime, history, mystery, psychology, biography}"
0805210555,The Complete Stories,Franz Kafka,1995,Schocken Books,http://images.amazon.com/images/P/0805210555.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805210555.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805210555.01.LZZZZZZZ.jpg,"This is the original cover edition of ISBN:	0374515360 (ISBN13: 9780374515362Winner of the National Book AwardThe publication of this extraordinary volume firmly established Flannery O'Connor's monumental contribution to American fiction. There are thirty-one stories here in all, including twelve that do not appear in the only two story collections O'Connor put together in her short lifetime - Everything That Rises Must Converge and A Good Man Is Hard to Find. O'Connor published her first story, The Geranium, in 1946, while she was working on her master's degree at the University of Iowa. Arranged chronologically, this collection shows that her last story, Judgement Day - sent to her publisher shortly before her death - is a brilliantly rewritten and transfigured version of The Geranium. Taken together, these stories reveal a lively, penetrating talent that has given us some of the most powerful and disturbing fiction of the twentieth century. Also included is an introduction by O'Connor's longtime editor and friend, Robert Giroux.Contents:The geranium -- The barber -- Wildcat -- The crop -- The turkey -- The train -- The peeler -- The heart of the park -- A stoke of good fortune -- Enoch and the gorilla -- A good man is hard to find -- A late encounter with the enemy -- The life you save may be your own -- The river -- A circle in the fire -- The displaced person -- A temple of the Holy Ghost -- The artificial nigger -- Good country people -- You can't be any poorer than dead -- Greenleaf -- A view of the woods -- The enduring chill -- The comforts of home -- Everything that rises must converge -- The partridge festival -- The lame shall enter first -- Why do the heathen rage? -- Revelation -- Parker's back -- Judgement Day.","{fiction, classics}"
0689839618,Great Expectations,Charles Dickens,2000,Aladdin,http://images.amazon.com/images/P/0689839618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689839618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689839618.01.LZZZZZZZ.jpg,"'In what may be Dickens's best novel, humble, orphaned Pip is apprenticed to the dirty work of the forge but dares to dream of becoming a gentleman — and one day, under sudden and enigmatic circumstances, he finds himself in possession of great expectations. In this gripping tale of crime and guilt, revenge and reward, the compelling characters include Magwitch, the fearful and fearsome convict; Estella, whose beauty is excelled only by her haughtiness; and the embittered Miss Havisham, an eccentric jilted bride","{classics, fiction, historicalfiction}"
0553583980,True Blue,Luanne Rice,2002,Bantam Books,http://images.amazon.com/images/P/0553583980.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583980.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583980.01.LZZZZZZZ.jpg,"A mysterious high-profile homicide in the nation's capital collides with the dark side of national security in David Baldacci's new, heart-stopping thriller: TRUE BLUE.Mason Mace Perry was a firebrand cop on the D.C. police force until she was kidnapped and framed for a crime. She lost everything: her badge, her career, her freedom--and spent two years in prison. Now she's back on the outside and focused on one mission: to be a cop once more. Her only shot to be a true blue again is to solve a major case on her own, and prove she has the right to wear the uniform. Even with her police chief sister on her side, she has to work in the shadows: a vindictive U.S. attorney is looking for any reason to send Mace back behind bars. Then Roy Kingman enters her life.Roy is a young lawyer who aided the poor until he took a high-paying job at a law firm in Washington. Mace and Roy meet after he discovers the dead body of a female partner at the firm. As they investigate the death, they start uncovering surprising secrets.Soon, what began as a fairly routine homicide takes a terrifying and unexpected turn . . . into something complex, diabolical, and possibly lethal.","{fiction, mystery, thriller, crime, suspense, books}"
0312952716,A Simple Plan,Scott Smith,1994,St. Martin's Press,http://images.amazon.com/images/P/0312952716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312952716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312952716.01.LZZZZZZZ.jpg,"Two brothers and their friend stumble upon the wreckage of a plane–the pilot is dead and his duffle bag contains four million dollars in cash. In order to hide, keep, and share the fortune, these ordinary men all agree to a simple plan.","{fiction, thriller, mystery, crime, suspense}"
0451520955,Moll Flanders,Daniel Defoe,1981,Signet Book,http://images.amazon.com/images/P/0451520955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451520955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451520955.01.LZZZZZZZ.jpg,"Alternate cover edition of ISBN 9781853260735.The Fortunes & Misfortunes of the Famous Moll Flanders (aka Moll Flanders) is a novel by Daniel Defoe, first published in 1722. It purports to be the true account of the life of the eponymous Moll, detailing her exploits from birth until old age.By 1721, Defoe had become a recognised novelist, with the success of Robinson Crusoe in 1719. His political work was tapering off at this point, due to the fall of both Whig and Tory party leaders with whom he had been associated (Robert Walpole was beginning his rise). Defoe was never fully at home with the Walpole group. Defoe's Whig views are nevertheless evident in the story of Moll. The novel's full title gives some insight into this and the outline of the plot: The Fortunes & Misfortunes of the Famous Moll Flanders, &c. Who was Born in Newgate, & during a Life of continu'd Variety for Threescore Years, besides her Childhood, was Twelve Year a Whore, five times a Wife (whereof once to her own Brother), Twelve Year a Thief, Eight Year a Transported Felon in Virginia, at last grew Rich, liv'd Honest, & died a Penitent. Written from her own Memorandums.","{classics, fiction, historicalfiction}"
0743436210,Hearts in Atlantis,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743436210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743436210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743436210.01.LZZZZZZZ.jpg,"Five interconnected, sequential narratives, set in the years from 1960 to 1999. Each story is deeply rooted in the sixties, and each is haunted by the Vietnam War.Stephen King, whose first novel, Carrie, was published in 1974, the year before the last U.S. troops withdrew from Vietnam, is the first hugely popular writer of the TV generation. Images from that war -- and the protests against it -- had flooded America's living rooms for a decade. Hearts in Atlantis, King's newest fiction, is composed of five interconnected, sequential narratives, set in the years from 1960 to 1999. Each story is deeply rooted in the sixties, and each is haunted by the Vietnam War. In Part One, Low Men in Yellow Coats, eleven-year-old Bobby Garfield discovers a world of predatory malice in his own neighborhood. He also discovers that adults are sometimes not rescuers but at the heart of the terror. In the title story, a bunch of college kids get hooked on a card game, discover the possibility of protest...and confront their own collective heart of darkness, where laughter may be no more than the thinly disguised cry of the beast. In Blind Willie and Why We're in Vietnam, two men who grew up with Bobby in suburban Connecticut try to fill the emptiness of the post-Vietnam era in an America which sometimes seems as hollow -- and as haunted -- as their own lives. And in Heavenly Shades of Night Are Falling, this remarkable book's denouement, Bobby returns to his hometown where one final secret, the hope of redemption, and his heart's desire may await him. Full of danger, full of suspense, most of all full of heart, Stephen King's new book will take some readers to a place they have never been...and others to a place they have never been able to completely leave.","{horror, fiction, fantasy, thriller, suspense, mystery, historicalfiction}"
0440236738,Gone for Good,HARLAN COBEN,2003,Dell,http://images.amazon.com/images/P/0440236738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236738.01.LZZZZZZZ.jpg,"As a boy, Will Klein had a hero: his older brother, Ken. Then, on a warm suburban night in the Kleins' affluent New Jersey neighborhood, a young woman--a girl Will had once loved--was found brutally murdered in her family's basement. The prime suspect: Ken Klein. With the evidence against him overwhelming, Ken simply vanished. And when his shattered family never heard from Ken again, they were sure he was gone for good. Now eleven years have passed. Will has found proof that Ken is alive. And this is just the first in a series of stunning revelations as Will is forced to confront startling truths about his brother, and even himself. As a violent mystery unwinds around him, Will knows he must press his search all the way to the end. Because the most powerful surprises are yet to come.","{mystery, thriller, fiction, suspense, crime}"
0446604844,Total Control,David Baldacci,1997,Warner Books,http://images.amazon.com/images/P/0446604844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604844.01.LZZZZZZZ.jpg,"Sidney Archer has the world. A husband she loves. A job at which she excels, and a cherished young daughter. Then, as a plane plummets into the Virginia countryside, everything changes. And suddenly there is no one whom Sidney Archer can trust. Jason Archer is a rising young executive at Triton Global, the world's leading technology conglomerate. Determined to give his family the best of everything, Archer has secretly entered into a deadly game of cat and mouse. He is about to disappear - leaving behind a wife who must sort out his lies from his truths, an aircrash investigation team that wants to know why the plane he was ticketed on suddenly fell from the sky, and a veteran FBI agent who wants to know it all. From Seattle to Washington, D.C., from New Orleans to Maine, the hunt for Jason Archer follows a trail as complex as the world he lived and worked in - a world of enormously powerful computers, a multimillion-dollar takeover deal, titanic financial standoffs, artificial intelligence, and the Internet. With brilliant minds colliding, ruthless men waging battles of intimidation, rainmakers going toe-to-toe with killers, and security specialists making a fortune trying to plug the holes, the startling truth behind Jason Archer's disappearance explodes into a sinister plot with the murder of the country's single most powerful individual. And soon Archer's wife, Sidney, aided by the relentless and sharp-eyed FBI agent Lee Sawyer, will plunge straight into the violence that is leaving behind a trail of dead bodies and shocking, exposed secrets...","{thriller, fiction, mystery, suspense, crime}"
0380564998,Jacob Have I Loved,Katherine Paterson,1981,Avon Books,http://images.amazon.com/images/P/0380564998.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380564998.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380564998.01.LZZZZZZZ.jpg,"Esau have I hated . . . Sara Louise Bradshaw is sick and tired of her beautiful twin Caroline. Ever since they were born, Caroline has been the pretty one, the talented one, the better sister. Even now, Caroline seems to take everything: Louise's friends, their parents' love, her dreams for the future.For once in her life, Louise wants to be the special one. But in order to do that, she must first figure out who she is . . . and find a way to make a place for herself outside her sister's shadow.","{youngadult, fiction, historicalfiction, classics}"
0345401964,Exit to Eden,Anne Rice,1996,Ballantine Books,http://images.amazon.com/images/P/0345401964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345401964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345401964.01.LZZZZZZZ.jpg,"Welcome to the club to satisfy all your desires. In the Caribbean sun, the champagne flows and the games of pain and pleasure never stop. Lisa is the perfectionist. Elliot, the client. In their meeting, they discover that Eden is a state of heart and mind where innocence and love can be recaptured.","{fiction, romance, fantasy, horror, contemporary}"
0446365386,Gone with the Wind,Margaret Mitchell,1993,Warner Books,http://images.amazon.com/images/P/0446365386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446365386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446365386.01.LZZZZZZZ.jpg,"Scarlett O'Hara, the beautiful, spoiled daughter of a well-to-do Georgia plantation owner, must use every means at her disposal to claw her way out of the poverty she finds herself in after Sherman's March to the Sea.","{classics, historicalfiction, fiction, romance}"
055321330X,The Awakening,Kate Chopin,1985,Bantam,http://images.amazon.com/images/P/055321330X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055321330X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055321330X.01.LZZZZZZZ.jpg,"When first published in 1899, The Awakening shocked readers with its honest treatment of female marital infidelity. Audiences accustomed to the pieties of late Victorian romantic fiction were taken aback by Chopin's daring portrayal of a woman trapped in a stifling marriage, who seeks and finds passionate physical love outside the confines of her domestic situation.Aside from its unusually frank treatment of a then-controversial subject, the novel is widely admired today for its literary qualities. Edmund Wilson characterized it as a work quite uninhibited and beautifully written, which anticipates D. H. Lawrence in its treatment of infidelity. Although the theme of marital infidelity no longer shocks, few novels have plumbed the psychology of a woman involved in an illicit relationship with the perception, artistry, and honesty that Kate Chopin brought to The Awakening.","{classics, fiction, historicalfiction}"
0446523372,Thunderhead,Douglas Preston,1999,Warner Books,http://images.amazon.com/images/P/0446523372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446523372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446523372.01.LZZZZZZZ.jpg,"Nora Kelly, a young archaeologist in Santa Fe, receives a letter written sixteen years ago, yet mysteriously mailed only recently. In it her father, long believed dead, hints at a fantastic discovery that will make him famous and rich---the lost city of an ancient civilization that suddenly vanished a thousand years ago. Now Nora is leading an expedition into a harsh, remote corner of Utah's canyon country. Searching for her father and his glory, Nora begins to unravel the greatest riddle of American archeology. but what she unearths will be the newest of horrors...","{thriller, fiction, mystery, horror, suspense, crime}"
